Date,Adj Close,Close,High,Low,Open,Volume
2014-01-02 00:00:00+00:00,17.234296798706055,19.754642486572266,19.89392852783203,19.71500015258789,19.845714569091797,234684800
2014-01-03 00:00:00+00:00,16.855731964111328,19.320714950561523,19.774999618530273,19.301071166992188,19.7450008392334,392467600
2014-01-06 00:00:00+00:00,16.94764518737793,19.426071166992188,19.5285701751709,19.05714225769043,19.194643020629883,412610800
2014-01-07 00:00:00+00:00,16.826438903808594,19.28714370727539,19.498571395874023,19.211429595947266,19.440000534057617,317209200
2014-01-08 00:00:00+00:00,16.932994842529297,19.409286499023438,19.484285354614258,19.238929748535156,19.243213653564453,258529600
2014-01-09 00:00:00+00:00,16.716760635375977,19.161428451538086,19.53071403503418,19.11964225769043,19.5285701751709,279148800
2014-01-10 00:00:00+00:00,16.605222702026367,19.033571243286133,19.314285278320312,18.96821403503418,19.27964210510254,304976000
2014-01-13 00:00:00+00:00,16.692150115966797,19.133214950561523,19.375,18.924285888671875,18.925357818603516,378492800
2014-01-14 00:00:00+00:00,17.024293899536133,19.51392936706543,19.526071548461914,19.2021427154541,19.222143173217773,332561600
2014-01-15 00:00:00+00:00,17.366098403930664,19.90571403503418,20.007143020629883,19.7021427154541,19.768571853637695,391638800
2014-01-16 00:00:00+00:00,17.269193649291992,19.79464340209961,19.887500762939453,19.702856063842773,19.81785774230957,229278000
2014-01-17 00:00:00+00:00,16.8460693359375,19.309642791748047,19.716785430908203,19.282142639160156,19.695714950561523,426739600
2014-01-21 00:00:00+00:00,17.107797622680664,19.609643936157227,19.645357131958008,19.30071449279785,19.32107162475586,328526800
2014-01-22 00:00:00+00:00,17.183818817138672,19.696786880493164,19.903213500976562,19.56464385986328,19.675357818603516,379985200
2014-01-23 00:00:00+00:00,17.32933235168457,19.863571166992188,19.875,19.457500457763672,19.640714645385742,403239200
2014-01-24 00:00:00+00:00,17.014320373535156,19.502500534057617,19.843570709228516,19.45535659790039,19.78571319580078,429354800
2014-01-27 00:00:00+00:00,17.152347564697266,19.66071319580078,19.814285278320312,19.491071701049805,19.645357131958008,554878800
2014-01-28 00:00:00+00:00,15.781411170959473,18.08928680419922,18.39285659790039,17.93107032775879,18.170000076293945,1065523200
2014-01-29 00:00:00+00:00,15.602250099182129,17.883928298950195,18.120357513427734,17.807857513427734,17.998214721679688,502810000
2014-01-30 00:00:00+00:00,15.572031021118164,17.849285125732422,18.08928680419922,17.739286422729492,17.947856903076172,678501600
2014-01-31 00:00:00+00:00,15.597576141357422,17.878570556640625,17.911785125732422,17.626785278320312,17.684999465942383,464797200
2014-02-03 00:00:00+00:00,15.626561164855957,17.911785125732422,18.133214950561523,17.832143783569336,17.95035743713379,401464000
2014-02-04 00:00:00+00:00,15.852761268615723,18.171070098876953,18.19499969482422,17.955713272094727,18.066070556640625,376681200
2014-02-05 00:00:00+00:00,15.971161842346191,18.306785583496094,18.402856826782227,18.08035659790039,18.091428756713867,328344800
2014-02-06 00:00:00+00:00,16.064260482788086,18.30392837524414,18.33928680419922,18.136070251464844,18.216428756713867,257765200
2014-02-07 00:00:00+00:00,16.288990020751953,18.559999465942383,18.676071166992188,18.47785758972168,18.62071418762207,370280400
2014-02-10 00:00:00+00:00,16.580806732177734,18.892499923706055,18.999643325805664,18.5,18.523571014404297,345559200
2014-02-11 00:00:00+00:00,16.79928207397461,19.141429901123047,19.20535659790039,18.91071319580078,18.95035743713379,282256800
2014-02-12 00:00:00+00:00,16.798023223876953,19.139999389648438,19.270000457763672,19.044286727905273,19.176786422729492,308100800
2014-02-13 00:00:00+00:00,17.06476402282715,19.44392967224121,19.45892906188965,19.078571319580078,19.094999313354492,307398000
2014-02-14 00:00:00+00:00,17.05097007751465,19.428213119506836,19.499286651611328,19.328929901123047,19.37392807006836,272924400
2014-02-18 00:00:00+00:00,17.113662719726562,19.499643325805664,19.68535614013672,19.48607063293457,19.5,260251600
2014-02-19 00:00:00+00:00,16.84347152709961,19.19178581237793,19.53178596496582,19.08392906188965,19.45535659790039,313768000
2014-02-20 00:00:00+00:00,16.64851188659668,18.969642639160156,19.178571701049805,18.89285659790039,19.035356521606445,305858000
2014-02-21 00:00:00+00:00,16.46357536315918,18.758928298950195,19.091785430908203,18.735713958740234,19.028213500976562,278784800
2014-02-24 00:00:00+00:00,16.53567123413086,18.8410701751709,18.92571449279785,18.65785789489746,18.683929443359375,288909600
2014-02-25 00:00:00+00:00,16.36359214782715,18.645000457763672,18.9132137298584,18.60714340209961,18.906429290771484,231952000
2014-02-26 00:00:00+00:00,16.215959548950195,18.47678565979004,18.75,18.41428565979004,18.70035743713379,276217200
2014-02-27 00:00:00+00:00,16.5394344329834,18.84535789489746,18.885000228881836,18.430356979370117,18.46928596496582,301882000
2014-02-28 00:00:00+00:00,16.49461555480957,18.794286727905273,19.02678680419922,18.64714241027832,18.895713806152344,371968800
2014-03-03 00:00:00+00:00,16.54224967956543,18.84857177734375,18.951786041259766,18.671785354614258,18.693571090698242,238781200
2014-03-04 00:00:00+00:00,16.651329040527344,18.972856521606445,19.022857666015625,18.848928451538086,18.96428680419922,259140000
2014-03-05 00:00:00+00:00,16.686437606811523,19.01285743713379,19.09821319580078,18.897499084472656,18.961429595947266,200062800
2014-03-06 00:00:00+00:00,16.635976791381836,18.95535659790039,19.087142944335938,18.860713958740234,19.028213500976562,185488800
2014-03-07 00:00:00+00:00,16.626256942749023,18.944286346435547,18.999286651611328,18.787500381469727,18.967500686645508,220729600
2014-03-10 00:00:00+00:00,16.641305923461914,18.961429595947266,19.047500610351562,18.869285583496094,18.8700008392334,178584000
2014-03-11 00:00:00+00:00,16.803356170654297,19.14607048034668,19.240713119506836,19.02107048034668,19.123214721679688,279224400
2014-03-12 00:00:00+00:00,16.819644927978516,19.164642333984375,19.191070556640625,19.0,19.089643478393555,199326400
2014-03-13 00:00:00+00:00,16.632841110229492,18.951786041259766,19.273571014404297,18.898571014404297,19.194286346435547,257742800
2014-03-14 00:00:00+00:00,16.446033477783203,18.738929748535156,18.960357666015625,18.678571701049805,18.885356903076172,237199200
2014-03-17 00:00:00+00:00,16.51028060913086,18.812143325805664,18.927499771118164,18.780357360839844,18.8464298248291,199544800
2014-03-18 00:00:00+00:00,16.656347274780273,18.97857093811035,18.99892807006836,18.757143020629883,18.782142639160156,209647200
2014-03-19 00:00:00+00:00,16.65195655822754,18.97357177734375,19.15142822265625,18.89285659790039,19.009286880493164,224756000
2014-03-20 00:00:00+00:00,16.571720123291016,18.882143020629883,19.023929595947266,18.83392906188965,18.92464256286621,208398400
2014-03-21 00:00:00+00:00,16.702430725097656,19.031070709228516,19.0625,18.797500610351562,18.997499465942383,374046400
2014-03-24 00:00:00+00:00,16.9005184173584,19.256786346435547,19.303571701049805,19.109285354614258,19.229286193847656,355700800
2014-03-25 00:00:00+00:00,17.08231544494629,19.46392822265625,19.491071701049805,19.27107048034668,19.33928680419922,282293200
2014-03-26 00:00:00+00:00,16.91900634765625,19.277856826782227,19.60714340209961,19.2450008392334,19.518571853637695,299768000
2014-03-27 00:00:00+00:00,16.846290588378906,19.19499969482422,19.33928680419922,19.11142921447754,19.286428451538086,222031600
2014-03-28 00:00:00+00:00,16.827482223510742,19.17357063293457,19.24785614013672,19.08035659790039,19.2257137298584,200564000
2014-03-31 00:00:00+00:00,16.8237247467041,19.169286727905273,19.31464385986328,19.140356063842773,19.258214950561523,168669200
2014-04-01 00:00:00+00:00,16.977622985839844,19.344642639160156,19.352500915527344,19.17035675048828,19.205713272094727,200760000
2014-04-02 00:00:00+00:00,17.005844116210938,19.376785278320312,19.40999984741211,19.295000076293945,19.37071418762207,180420800
2014-04-03 00:00:00+00:00,16.887981414794922,19.24250030517578,19.375,19.20142936706543,19.335357666015625,162344000
2014-04-04 00:00:00+00:00,16.669509887695312,18.99357032775879,19.28571319580078,18.94928550720215,19.278928756713867,275251200
2014-04-07 00:00:00+00:00,16.40778160095215,18.695356369018555,18.96071434020996,18.63892936706543,18.85785675048828,289850400
2014-04-08 00:00:00+00:00,16.40684700012207,18.694286346435547,18.790000915527344,18.524999618530273,18.756786346435547,243888400
2014-04-09 00:00:00+00:00,16.622488021850586,18.940000534057617,18.94607162475586,18.643571853637695,18.665714263916016,206169600
2014-04-10 00:00:00+00:00,16.408100128173828,18.695714950561523,19.00857162475586,18.684642791748047,18.952856063842773,239652000
2014-04-11 00:00:00+00:00,16.28680419921875,18.5575008392334,18.672500610351562,18.46928596496582,18.53571319580078,271717600
2014-04-14 00:00:00+00:00,16.3516788482666,18.63142967224121,18.648571014404297,18.471786499023438,18.639286041259766,205674000
2014-04-15 00:00:00+00:00,16.235076904296875,18.498571395874023,18.6299991607666,18.26178550720215,18.581071853637695,266490000
2014-04-16 00:00:00+00:00,16.267993927001953,18.53607177734375,18.6103572845459,18.36214256286621,18.501785278320312,214765600
2014-04-17 00:00:00+00:00,16.4538631439209,18.74785614013672,18.84857177734375,18.542856216430664,18.571428298950195,284334400
2014-04-21 00:00:00+00:00,16.649139404296875,18.97035789489746,19.0049991607666,18.71285629272461,18.762142181396484,182548800
2014-04-22 00:00:00+00:00,16.665756225585938,18.989286422729492,18.993928909301758,18.803571701049805,18.868213653564453,202563200
2014-04-23 00:00:00+00:00,16.44791603088379,18.741071701049805,18.968929290771484,18.730356216430664,18.895000457763672,394940000
2014-04-24 00:00:00+00:00,17.796337127685547,20.27750015258789,20.35714340209961,20.026071548461914,20.293214797973633,759911600
2014-04-25 00:00:00+00:00,17.927053451538086,20.426429748535156,20.428213119506836,20.141429901123047,20.161785125732422,390275200
